TransactionID,DateKey,AccountID,DepartmentID,CostCenterID,Amount,TransactionType,Description
1295,20240618,6003,8,CC-500,16089.33,Expense,Rent & Facilities - Research & Development
1296,20240623,6004,7,CC-100,6390.61,Expense,Utilities - Customer Support
1297,20240626,6004,9,CC-200,6678.72,Expense,Utilities - Sales - APAC
1298,20240616,6005,7,CC-300,26680.38,Expense,Marketing & Advertising - Customer Support
1299,20240610,6005,6,CC-100,30424.45,Expense,Marketing & Advertising - Operations
1300,20240614,6005,2,CC-500,28581.22,Expense,Marketing & Advertising - Marketing
1301,20240617,6006,4,CC-100,9452.62,Expense,Travel & Entertainment - Finance
1302,20240623,6006,1,CC-200,7359.71,Expense,Travel & Entertainment - Sales
1303,20240612,6006,9,CC-400,10282.39,Expense,Travel & Entertainment - Sales - APAC
1304,20240609,6007,3,CC-300,20417.13,Expense,Professional Services - Engineering
1305,20240619,6007,7,CC-400,21983.32,Expense,Professional Services - Customer Support
1306,20240618,6008,10,CC-400,18182.81,Expense,Software & Technology - Sales - EMEA
1307,20240606,6008,5,CC-400,18373.0,Expense,Software & Technology - Human Resources
1308,20240616,6008,7,CC-500,15643.41,Expense,Software & Technology - Customer Support
1309,20240624,6009,5,CC-100,8827.46,Expense,Depreciation - Human Resources
1310,20240604,6009,6,CC-200,7194.73,Expense,Depreciation - Operations
1311,20240626,6009,7,CC-400,7145.32,Expense,Depreciation - Customer Support
1312,20240626,6010,9,CC-100,6307.23,Expense,Insurance - Sales - APAC
1313,20240616,6010,1,CC-200,5520.47,Expense,Insurance - Sales
1314,20240603,6010,3,CC-400,7724.28,Expense,Insurance - Engineering
1315,20240602,6011,5,CC-500,4172.67,Expense,Office Supplies - Human Resources
1316,20240620,6011,4,CC-400,4795.11,Expense,Office Supplies - Finance
1317,20240615,6012,9,CC-400,4653.38,Expense,Training & Development - Sales - APAC
1318,20240610,6012,5,CC-500,3317.67,Expense,Training & Development - Human Resources
1319,20240617,6012,1,CC-500,3621.33,Expense,Training & Development - Sales
1320,20240620,6012,7,CC-200,4151.09,Expense,Training & Development - Customer Support
1321,20240606,7001,1,CC-100,32021.37,Expense,Income Tax - Sales
1322,20240625,7001,6,CC-300,29841.85,Expense,Income Tax - Operations
1323,20240713,4001,1,CC-400,122962.33,Revenue,Product Sales - Sales
1324,20240701,4001,2,CC-500,130061.67,Revenue,Product Sales - Marketing
1325,20240703,4001,9,CC-100,135799.26,Revenue,Product Sales - Sales - APAC
1326,20240719,4001,10,CC-500,128673.82,Revenue,Product Sales - Sales - EMEA
1327,20240708,4002,1,CC-300,75294.87,Revenue,Service Revenue - Sales
1328,20240715,4002,2,CC-200,81407.3,Revenue,Service Revenue - Marketing
1329,20240701,4002,9,CC-500,89060.04,Revenue,Service Revenue - Sales - APAC
1330,20240717,4002,10,CC-400,73236.13,Revenue,Service Revenue - Sales - EMEA
1331,20240717,4003,1,CC-100,44727.56,Revenue,Subscription Revenue - Sales
1332,20240726,4003,2,CC-100,47584.64,Revenue,Subscription Revenue - Marketing
1333,20240718,4003,9,CC-300,50917.15,Revenue,Subscription Revenue - Sales - APAC
1334,20240709,4003,10,CC-500,55479.38,Revenue,Subscription Revenue - Sales - EMEA
1335,20240719,4004,1,CC-400,35779.69,Revenue,Consulting Revenue - Sales
1336,20240725,4004,2,CC-200,33643.96,Revenue,Consulting Revenue - Marketing
1337,20240722,4004,9,CC-400,32183.68,Revenue,Consulting Revenue - Sales - APAC
1338,20240728,4004,10,CC-500,33411.59,Revenue,Consulting Revenue - Sales - EMEA
1339,20240709,4005,1,CC-100,22970.94,Revenue,License Revenue - Sales
1340,20240722,4005,2,CC-200,23293.76,Revenue,License Revenue - Marketing
1341,20240714,4005,9,CC-300,28381.67,Revenue,License Revenue - Sales - APAC
1342,20240718,4005,10,CC-500,30423.42,Revenue,License Revenue - Sales - EMEA
1343,20240708,4010,1,CC-300,3604.64,Revenue,Interest Income - Sales
1344,20240722,4010,2,CC-400,3956.56,Revenue,Interest Income - Marketing
1345,20240703,4010,9,CC-300,4541.68,Revenue,Interest Income - Sales - APAC
1346,20240716,4010,10,CC-200,4295.41,Revenue,Interest Income - Sales - EMEA
1347,20240716,5001,6,CC-200,57625.51,Expense,Cost of Goods Sold - Operations
1348,20240724,5001,4,CC-200,72259.76,Expense,Cost of Goods Sold - Finance
1349,20240707,5001,5,CC-300,59190.29,Expense,Cost of Goods Sold - Human Resources
1350,20240705,5002,4,CC-300,59279.4,Expense,Direct Labor - Finance
1351,20240703,5002,10,CC-100,58079.81,Expense,Direct Labor - Sales - EMEA
1352,20240711,5003,8,CC-500,12287.35,Expense,Manufacturing Overhead - Research & Development
1353,20240728,5003,1,CC-500,12337.08,Expense,Manufacturing Overhead - Sales
1354,20240725,5003,9,CC-200,11259.93,Expense,Manufacturing Overhead - Sales - APAC
1355,20240713,5003,7,CC-300,14434.23,Expense,Manufacturing Overhead - Customer Support
1356,20240716,6001,10,CC-400,144612.03,Expense,Salaries & Wages - Sales - EMEA
1357,20240717,6001,3,CC-100,206951.67,Expense,Salaries & Wages - Engineering
1358,20240715,6002,7,CC-500,37107.12,Expense,Employee Benefits - Customer Support
1359,20240701,6002,3,CC-100,28868.45,Expense,Employee Benefits - Engineering
1360,20240719,6002,8,CC-400,33337.15,Expense,Employee Benefits - Research & Development
1361,20240706,6003,6,CC-300,31614.61,Expense,Rent & Facilities - Operations
1362,20240709,6003,10,CC-200,30837.62,Expense,Rent & Facilities - Sales - EMEA
1363,20240707,6004,10,CC-400,3843.69,Expense,Utilities - Sales - EMEA
1364,20240712,6004,6,CC-300,4257.6,Expense,Utilities - Operations
1365,20240715,6004,9,CC-300,5023.61,Expense,Utilities - Sales - APAC
1366,20240727,6005,10,CC-200,49158.0,Expense,Marketing & Advertising - Sales - EMEA
1367,20240726,6005,3,CC-300,34647.85,Expense,Marketing & Advertising - Engineering
1368,20240705,6006,9,CC-200,15709.7,Expense,Travel & Entertainment - Sales - APAC
1369,20240716,6006,7,CC-200,15400.21,Expense,Travel & Entertainment - Customer Support
1370,20240718,6007,3,CC-500,19246.9,Expense,Professional Services - Engineering
1371,20240710,6007,7,CC-400,20948.31,Expense,Professional Services - Customer Support
1372,20240702,6008,9,CC-200,13853.23,Expense,Software & Technology - Sales - APAC
1373,20240716,6008,1,CC-300,14622.08,Expense,Software & Technology - Sales
1374,20240715,6008,7,CC-100,18737.21,Expense,Software & Technology - Customer Support
1375,20240712,6009,6,CC-300,6196.05,Expense,Depreciation - Operations
1376,20240712,6009,5,CC-100,4888.0,Expense,Depreciation - Human Resources
1377,20240707,6009,10,CC-500,6939.03,Expense,Depreciation - Sales - EMEA
1378,20240706,6009,3,CC-500,6235.99,Expense,Depreciation - Engineering
1379,20240703,6010,6,CC-400,7325.33,Expense,Insurance - Operations
1380,20240715,6010,10,CC-300,6286.03,Expense,Insurance - Sales - EMEA
1381,20240728,6010,8,CC-200,6947.72,Expense,Insurance - Research & Development
1382,20240713,6011,6,CC-500,4631.04,Expense,Office Supplies - Operations
1383,20240703,6011,7,CC-100,5014.07,Expense,Office Supplies - Customer Support
1384,20240723,6012,6,CC-300,7634.49,Expense,Training & Development - Operations
1385,20240709,6012,4,CC-400,7482.66,Expense,Training & Development - Finance
1386,20240728,7001,6,CC-200,23013.36,Expense,Income Tax - Operations
1387,20240722,7001,9,CC-200,19286.9,Expense,Income Tax - Sales - APAC
1388,20240707,7001,8,CC-100,21465.7,Expense,Income Tax - Research & Development
1389,20240804,4001,1,CC-100,107131.21,Revenue,Product Sales - Sales
1390,20240818,4001,2,CC-400,103449.12,Revenue,Product Sales - Marketing
1391,20240817,4001,9,CC-400,103093.22,Revenue,Product Sales - Sales - APAC
1392,20240804,4001,10,CC-100,128487.36,Revenue,Product Sales - Sales - EMEA
1393,20240803,4002,1,CC-200,68782.16,Revenue,Service Revenue - Sales
1394,20240810,4002,2,CC-400,77500.07,Revenue,Service Revenue - Marketing
1395,20240815,4002,9,CC-300,68046.83,Revenue,Service Revenue - Sales - APAC
1396,20240817,4002,10,CC-200,76870.15,Revenue,Service Revenue - Sales - EMEA
1397,20240802,4003,1,CC-100,52445.05,Revenue,Subscription Revenue - Sales
1398,20240828,4003,2,CC-300,49945.97,Revenue,Subscription Revenue - Marketing
1399,20240809,4003,9,CC-500,47269.42,Revenue,Subscription Revenue - Sales - APAC
1400,20240823,4003,10,CC-200,48303.37,Revenue,Subscription Revenue - Sales - EMEA
1401,20240820,4004,1,CC-500,32114.1,Revenue,Consulting Revenue - Sales
1402,20240814,4004,2,CC-500,31326.21,Revenue,Consulting Revenue - Marketing
1403,20240810,4004,9,CC-500,31963.38,Revenue,Consulting Revenue - Sales - APAC
1404,20240818,4004,10,CC-400,35633.77,Revenue,Consulting Revenue - Sales - EMEA
1405,20240815,4005,1,CC-100,23070.53,Revenue,License Revenue - Sales
1406,20240809,4005,2,CC-400,23679.16,Revenue,License Revenue - Marketing
1407,20240801,4005,9,CC-100,22532.21,Revenue,License Revenue - Sales - APAC
1408,20240812,4005,10,CC-200,25303.26,Revenue,License Revenue - Sales - EMEA
1409,20240801,4010,1,CC-500,3713.69,Revenue,Interest Income - Sales
1410,20240825,4010,2,CC-400,4190.99,Revenue,Interest Income - Marketing
1411,20240825,4010,9,CC-100,3940.2,Revenue,Interest Income - Sales - APAC
1412,20240820,4010,10,CC-300,3884.7,Revenue,Interest Income - Sales - EMEA
1413,20240818,5001,1,CC-400,93996.3,Expense,Cost of Goods Sold - Sales
1414,20240806,5001,9,CC-200,96509.41,Expense,Cost of Goods Sold - Sales - APAC
1415,20240817,5002,7,CC-200,21727.74,Expense,Direct Labor - Customer Support
1416,20240826,5002,10,CC-500,28889.43,Expense,Direct Labor - Sales - EMEA
1417,20240810,5002,4,CC-300,28151.51,Expense,Direct Labor - Finance
1418,20240826,5002,3,CC-500,27676.38,Expense,Direct Labor - Engineering
1419,20240804,5003,7,CC-300,14403.89,Expense,Manufacturing Overhead - Customer Support
1420,20240815,5003,4,CC-500,17403.49,Expense,Manufacturing Overhead - Finance
1421,20240816,5003,2,CC-500,14996.09,Expense,Manufacturing Overhead - Marketing
1422,20240801,6001,6,CC-500,151511.31,Expense,Salaries & Wages - Operations
1423,20240810,6001,1,CC-100,153890.01,Expense,Salaries & Wages - Sales
1424,20240801,6002,3,CC-200,27835.7,Expense,Employee Benefits - Engineering
1425,20240814,6002,8,CC-300,31086.63,Expense,Employee Benefits - Research & Development
1426,20240812,6002,1,CC-400,28817.66,Expense,Employee Benefits - Sales
1427,20240802,6003,1,CC-200,22937.94,Expense,Rent & Facilities - Sales
1428,20240803,6003,6,CC-400,18283.13,Expense,Rent & Facilities - Operations
1429,20240807,6003,2,CC-200,20515.08,Expense,Rent & Facilities - Marketing
1430,20240813,6004,7,CC-200,5235.29,Expense,Utilities - Customer Support
1431,20240808,6004,1,CC-400,4877.36,Expense,Utilities - Sales
1432,20240807,6004,2,CC-100,4818.21,Expense,Utilities - Marketing
1433,20240811,6005,2,CC-300,27201.08,Expense,Marketing & Advertising - Marketing
1434,20240824,6005,9,CC-100,23744.73,Expense,Marketing & Advertising - Sales - APAC
1435,20240804,6005,4,CC-500,32311.63,Expense,Marketing & Advertising - Finance
1436,20240828,6006,8,CC-100,8654.9,Expense,Travel & Entertainment - Research & Development
1437,20240808,6006,5,CC-100,9777.88,Expense,Travel & Entertainment - Human Resources
1438,20240801,6006,4,CC-300,9654.0,Expense,Travel & Entertainment - Finance
1439,20240801,6007,5,CC-200,18447.72,Expense,Professional Services - Human Resources
1440,20240826,6007,2,CC-500,22860.03,Expense,Professional Services - Marketing
1441,20240816,6008,8,CC-200,10342.93,Expense,Software & Technology - Research & Development
1442,20240811,6008,3,CC-500,10352.44,Expense,Software & Technology - Engineering
1443,20240802,6008,6,CC-100,14507.7,Expense,Software & Technology - Operations
1444,20240823,6008,7,CC-200,11659.81,Expense,Software & Technology - Customer Support
1445,20240826,6009,2,CC-500,5606.51,Expense,Depreciation - Marketing
1446,20240826,6009,3,CC-300,6400.04,Expense,Depreciation - Engineering
1447,20240801,6009,8,CC-200,6998.15,Expense,Depreciation - Research & Development
1448,20240824,6009,10,CC-300,6507.98,Expense,Depreciation - Sales - EMEA
1449,20240818,6010,5,CC-400,9841.8,Expense,Insurance - Human Resources
1450,20240807,6010,1,CC-400,9087.07,Expense,Insurance - Sales
1451,20240828,6011,3,CC-300,2404.51,Expense,Office Supplies - Engineering
1452,20240806,6011,9,CC-500,2491.59,Expense,Office Supplies - Sales - APAC
1453,20240815,6011,6,CC-200,1820.61,Expense,Office Supplies - Operations
1454,20240818,6011,10,CC-300,2020.19,Expense,Office Supplies - Sales - EMEA
1455,20240820,6012,8,CC-100,6014.05,Expense,Training & Development - Research & Development
1456,20240808,6012,1,CC-500,6285.02,Expense,Training & Development - Sales
1457,20240822,6012,7,CC-100,5105.53,Expense,Training & Development - Customer Support
1458,20240810,7001,7,CC-500,18242.99,Expense,Income Tax - Customer Support
1459,20240804,7001,4,CC-300,16606.59,Expense,Income Tax - Finance
1460,20240802,7001,8,CC-100,14988.23,Expense,Income Tax - Research & Development
1461,20240806,7001,10,CC-200,20271.63,Expense,Income Tax - Sales - EMEA
1462,20240904,4001,1,CC-200,151064.75,Revenue,Product Sales - Sales
1463,20240902,4001,2,CC-100,135247.54,Revenue,Product Sales - Marketing
1464,20240922,4001,9,CC-400,138737.72,Revenue,Product Sales - Sales - APAC
1465,20240923,4001,10,CC-500,135432.54,Revenue,Product Sales - Sales - EMEA
1466,20240912,4002,1,CC-100,86814.81,Revenue,Service Revenue - Sales
1467,20240901,4002,2,CC-100,77443.23,Revenue,Service Revenue - Marketing
1468,20240921,4002,9,CC-200,95434.08,Revenue,Service Revenue - Sales - APAC
1469,20240915,4002,10,CC-100,84307.07,Revenue,Service Revenue - Sales - EMEA
1470,20240912,4003,1,CC-100,59244.5,Revenue,Subscription Revenue - Sales
1471,20240927,4003,2,CC-400,55283.3,Revenue,Subscription Revenue - Marketing
1472,20240927,4003,9,CC-100,52203.16,Revenue,Subscription Revenue - Sales - APAC
1473,20240902,4003,10,CC-500,56243.66,Revenue,Subscription Revenue - Sales - EMEA
1474,20240903,4004,1,CC-300,38771.26,Revenue,Consulting Revenue - Sales
1475,20240904,4004,2,CC-500,41056.73,Revenue,Consulting Revenue - Marketing
1476,20240918,4004,9,CC-200,31891.31,Revenue,Consulting Revenue - Sales - APAC
1477,20240917,4004,10,CC-200,34978.84,Revenue,Consulting Revenue - Sales - EMEA
1478,20240921,4005,1,CC-500,30027.8,Revenue,License Revenue - Sales
1479,20240924,4005,2,CC-500,32528.19,Revenue,License Revenue - Marketing
1480,20240925,4005,9,CC-100,29178.34,Revenue,License Revenue - Sales - APAC
1481,20240922,4005,10,CC-300,29870.77,Revenue,License Revenue - Sales - EMEA
1482,20240904,4010,1,CC-400,4472.05,Revenue,Interest Income - Sales
1483,20240918,4010,2,CC-200,4075.51,Revenue,Interest Income - Marketing
1484,20240922,4010,9,CC-300,4394.4,Revenue,Interest Income - Sales - APAC
1485,20240915,4010,10,CC-500,4063.78,Revenue,Interest Income - Sales - EMEA
1486,20240925,5001,6,CC-400,75104.15,Expense,Cost of Goods Sold - Operations
1487,20240920,5001,9,CC-300,69517.56,Expense,Cost of Goods Sold - Sales - APAC
1488,20240907,5001,10,CC-500,59155.08,Expense,Cost of Goods Sold - Sales - EMEA
1489,20240913,5002,9,CC-400,41265.68,Expense,Direct Labor - Sales - APAC
1490,20240910,5002,5,CC-100,27869.39,Expense,Direct Labor - Human Resources
1491,20240905,5002,6,CC-500,36167.63,Expense,Direct Labor - Operations
1492,20240901,5003,1,CC-300,14617.83,Expense,Manufacturing Overhead - Sales
1493,20240918,5003,5,CC-300,18292.05,Expense,Manufacturing Overhead - Human Resources
1494,20240919,5003,4,CC-500,16574.39,Expense,Manufacturing Overhead - Finance
1495,20240905,6001,2,CC-200,173210.03,Expense,Salaries & Wages - Marketing
1496,20240908,6001,1,CC-500,159455.17,Expense,Salaries & Wages - Sales
1497,20240919,6002,5,CC-400,39118.63,Expense,Employee Benefits - Human Resources
1498,20240924,6002,10,CC-100,54564.39,Expense,Employee Benefits - Sales - EMEA
1499,20240927,6003,8,CC-500,22794.02,Expense,Rent & Facilities - Research & Development
1500,20240921,6003,3,CC-500,23455.09,Expense,Rent & Facilities - Engineering
1501,20240913,6003,10,CC-500,18556.51,Expense,Rent & Facilities - Sales - EMEA
1502,20240914,6004,1,CC-400,6198.54,Expense,Utilities - Sales
1503,20240928,6004,6,CC-100,7735.85,Expense,Utilities - Operations
1504,20240902,6005,10,CC-400,43459.14,Expense,Marketing & Advertising - Sales - EMEA
1505,20240911,6005,1,CC-100,38028.93,Expense,Marketing & Advertising - Sales
1506,20240902,6006,10,CC-200,7418.86,Expense,Travel & Entertainment - Sales - EMEA
1507,20240915,6006,3,CC-400,7352.5,Expense,Travel & Entertainment - Engineering
1508,20240917,6006,6,CC-500,7570.31,Expense,Travel & Entertainment - Operations
1509,20240910,6006,5,CC-400,5747.73,Expense,Travel & Entertainment - Human Resources
1510,20240924,6007,3,CC-500,10690.4,Expense,Professional Services - Engineering
1511,20240909,6007,10,CC-400,10519.8,Expense,Professional Services - Sales - EMEA
1512,20240914,6007,6,CC-500,10703.41,Expense,Professional Services - Operations
1513,20240921,6008,3,CC-400,10880.64,Expense,Software & Technology - Engineering
1514,20240920,6008,10,CC-500,12728.09,Expense,Software & Technology - Sales - EMEA
1515,20240908,6008,8,CC-500,14835.54,Expense,Software & Technology - Research & Development
1516,20240925,6008,5,CC-300,11099.46,Expense,Software & Technology - Human Resources
1517,20240912,6009,6,CC-400,8620.84,Expense,Depreciation - Operations
1518,20240912,6009,2,CC-300,7577.21,Expense,Depreciation - Marketing
1519,20240925,6009,9,CC-100,8369.58,Expense,Depreciation - Sales - APAC
1520,20240902,6010,3,CC-400,6925.2,Expense,Insurance - Engineering
1521,20240907,6010,6,CC-200,7719.92,Expense,Insurance - Operations
1522,20240925,6010,8,CC-200,7089.35,Expense,Insurance - Research & Development
1523,20240928,6011,2,CC-200,2595.07,Expense,Office Supplies - Marketing
1524,20240901,6011,10,CC-300,2492.55,Expense,Office Supplies - Sales - EMEA
1525,20240910,6011,1,CC-100,2062.08,Expense,Office Supplies - Sales
1526,20240911,6011,9,CC-100,2156.05,Expense,Office Supplies - Sales - APAC
1527,20240925,6012,9,CC-500,7272.54,Expense,Training & Development - Sales - APAC
1528,20240920,6012,4,CC-400,7453.57,Expense,Training & Development - Finance
1529,20240902,7001,3,CC-500,20778.19,Expense,Income Tax - Engineering
1530,20240910,7001,1,CC-100,16126.51,Expense,Income Tax - Sales
1531,20240909,7001,7,CC-500,15734.98,Expense,Income Tax - Customer Support
1532,20240903,7001,5,CC-100,14679.56,Expense,Income Tax - Human Resources
1533,20241022,4001,1,CC-300,137558.34,Revenue,Product Sales - Sales
1534,20241028,4001,2,CC-300,157344.24,Revenue,Product Sales - Marketing
1535,20241028,4001,9,CC-300,125571.91,Revenue,Product Sales - Sales - APAC
1536,20241008,4001,10,CC-400,158681.38,Revenue,Product Sales - Sales - EMEA
1537,20241023,4002,1,CC-500,101295.7,Revenue,Service Revenue - Sales
1538,20241016,4002,2,CC-300,77913.47,Revenue,Service Revenue - Marketing
1539,20241003,4002,9,CC-500,98293.32,Revenue,Service Revenue - Sales - APAC
1540,20241015,4002,10,CC-500,80219.68,Revenue,Service Revenue - Sales - EMEA
1541,20241002,4003,1,CC-100,57961.39,Revenue,Subscription Revenue - Sales
1542,20241010,4003,2,CC-500,52611.09,Revenue,Subscription Revenue - Marketing
1543,20241024,4003,9,CC-400,54082.79,Revenue,Subscription Revenue - Sales - APAC
1544,20241022,4003,10,CC-300,51067.51,Revenue,Subscription Revenue - Sales - EMEA
1545,20241008,4004,1,CC-300,36264.03,Revenue,Consulting Revenue - Sales
1546,20241009,4004,2,CC-500,43596.9,Revenue,Consulting Revenue - Marketing
1547,20241013,4004,9,CC-300,41500.9,Revenue,Consulting Revenue - Sales - APAC
1548,20241018,4004,10,CC-100,42394.73,Revenue,Consulting Revenue - Sales - EMEA
1549,20241005,4005,1,CC-200,34091.69,Revenue,License Revenue - Sales
1550,20241022,4005,2,CC-400,28617.75,Revenue,License Revenue - Marketing
1551,20241017,4005,9,CC-400,26774.34,Revenue,License Revenue - Sales - APAC
1552,20241028,4005,10,CC-500,34195.25,Revenue,License Revenue - Sales - EMEA
1553,20241014,4010,1,CC-200,4922.39,Revenue,Interest Income - Sales
1554,20241014,4010,2,CC-200,4374.25,Revenue,Interest Income - Marketing
1555,20241011,4010,9,CC-500,5413.38,Revenue,Interest Income - Sales - APAC
1556,20241007,4010,10,CC-200,4671.41,Revenue,Interest Income - Sales - EMEA
1557,20241005,5001,3,CC-500,42334.57,Expense,Cost of Goods Sold - Engineering
1558,20241021,5001,9,CC-200,48115.27,Expense,Cost of Goods Sold - Sales - APAC
1559,20241011,5001,4,CC-200,58073.99,Expense,Cost of Goods Sold - Finance
1560,20241024,5001,7,CC-500,40942.72,Expense,Cost of Goods Sold - Customer Support
1561,20241024,5002,3,CC-200,59346.02,Expense,Direct Labor - Engineering
1562,20241014,5002,6,CC-300,42416.2,Expense,Direct Labor - Operations
1563,20241004,5003,5,CC-200,14202.92,Expense,Manufacturing Overhead - Human Resources
1564,20241025,5003,8,CC-100,14068.2,Expense,Manufacturing Overhead - Research & Development
1565,20241009,5003,10,CC-500,19707.31,Expense,Manufacturing Overhead - Sales - EMEA
1566,20241003,6001,10,CC-300,94595.7,Expense,Salaries & Wages - Sales - EMEA
1567,20241005,6001,4,CC-400,94622.57,Expense,Salaries & Wages - Finance
1568,20241016,6001,9,CC-500,88081.83,Expense,Salaries & Wages - Sales - APAC
1569,20241006,6001,2,CC-300,95463.07,Expense,Salaries & Wages - Marketing
1570,20241002,6002,8,CC-200,26975.2,Expense,Employee Benefits - Research & Development
1571,20241009,6002,10,CC-100,30027.08,Expense,Employee Benefits - Sales - EMEA
1572,20241024,6002,3,CC-200,36779.14,Expense,Employee Benefits - Engineering
1573,20241028,6003,4,CC-400,17708.97,Expense,Rent & Facilities - Finance
1574,20241028,6003,10,CC-300,15833.21,Expense,Rent & Facilities - Sales - EMEA
1575,20241014,6003,2,CC-200,14868.15,Expense,Rent & Facilities - Marketing
1576,20241020,6003,8,CC-100,14549.44,Expense,Rent & Facilities - Research & Development
1577,20241020,6004,7,CC-500,3879.66,Expense,Utilities - Customer Support
1578,20241017,6004,6,CC-100,3347.73,Expense,Utilities - Operations
1579,20241027,6004,10,CC-400,2784.3,Expense,Utilities - Sales - EMEA
1580,20241017,6004,5,CC-200,3798.65,Expense,Utilities - Human Resources
1581,20241007,6005,7,CC-100,22812.57,Expense,Marketing & Advertising - Customer Support
1582,20241010,6005,1,CC-400,18902.23,Expense,Marketing & Advertising - Sales
1583,20241015,6005,10,CC-300,22882.84,Expense,Marketing & Advertising - Sales - EMEA
1584,20241020,6005,5,CC-300,17873.51,Expense,Marketing & Advertising - Human Resources
1585,20241003,6006,9,CC-400,13549.68,Expense,Travel & Entertainment - Sales - APAC
1586,20241006,6006,3,CC-100,14974.56,Expense,Travel & Entertainment - Engineering
1587,20241006,6007,9,CC-100,8945.32,Expense,Professional Services - Sales - APAC
1588,20241015,6007,3,CC-200,9446.67,Expense,Professional Services - Engineering
1589,20241023,6007,7,CC-300,8047.19,Expense,Professional Services - Customer Support
1590,20241023,6007,4,CC-200,10197.02,Expense,Professional Services - Finance
1591,20241003,6008,2,CC-300,12124.52,Expense,Software & Technology - Marketing
1592,20241024,6008,10,CC-400,12492.9,Expense,Software & Technology - Sales - EMEA
1593,20241020,6008,9,CC-500,13815.78,Expense,Software & Technology - Sales - APAC
1594,20241018,6008,6,CC-400,14601.28,Expense,Software & Technology - Operations
1595,20241006,6009,1,CC-200,8277.99,Expense,Depreciation - Sales
1596,20241025,6009,3,CC-200,9256.72,Expense,Depreciation - Engineering
1597,20241010,6009,6,CC-400,8750.87,Expense,Depreciation - Operations
1598,20241007,6010,8,CC-200,5590.34,Expense,Insurance - Research & Development
1599,20241001,6010,5,CC-300,5289.33,Expense,Insurance - Human Resources
1600,20241018,6010,3,CC-400,6490.82,Expense,Insurance - Engineering
1601,20241022,6011,10,CC-500,3938.67,Expense,Office Supplies - Sales - EMEA
1602,20241015,6011,8,CC-400,4357.25,Expense,Office Supplies - Research & Development
1603,20241009,6012,10,CC-500,7407.55,Expense,Training & Development - Sales - EMEA
1604,20241027,6012,1,CC-500,8645.23,Expense,Training & Development - Sales
1605,20241002,7001,1,CC-300,30720.06,Expense,Income Tax - Sales
1606,20241022,7001,3,CC-100,30678.85,Expense,Income Tax - Engineering
1607,20241110,4001,1,CC-500,158887.17,Revenue,Product Sales - Sales
1608,20241102,4001,2,CC-100,147384.0,Revenue,Product Sales - Marketing
1609,20241106,4001,9,CC-200,137033.94,Revenue,Product Sales - Sales - APAC
1610,20241122,4001,10,CC-500,163265.11,Revenue,Product Sales - Sales - EMEA
1611,20241119,4002,1,CC-500,102150.06,Revenue,Service Revenue - Sales
1612,20241115,4002,2,CC-200,104926.17,Revenue,Service Revenue - Marketing
1613,20241102,4002,9,CC-300,103825.72,Revenue,Service Revenue - Sales - APAC
1614,20241111,4002,10,CC-300,84808.8,Revenue,Service Revenue - Sales - EMEA
1615,20241127,4003,1,CC-400,59651.45,Revenue,Subscription Revenue - Sales
1616,20241127,4003,2,CC-400,54045.63,Revenue,Subscription Revenue - Marketing
1617,20241116,4003,9,CC-300,63040.28,Revenue,Subscription Revenue - Sales - APAC
1618,20241111,4003,10,CC-300,55291.59,Revenue,Subscription Revenue - Sales - EMEA
1619,20241107,4004,1,CC-500,41735.99,Revenue,Consulting Revenue - Sales
1620,20241102,4004,2,CC-500,43832.2,Revenue,Consulting Revenue - Marketing
1621,20241103,4004,9,CC-500,36547.53,Revenue,Consulting Revenue - Sales - APAC
1622,20241126,4004,10,CC-500,41197.09,Revenue,Consulting Revenue - Sales - EMEA
1623,20241114,4005,1,CC-300,37556.33,Revenue,License Revenue - Sales
1624,20241109,4005,2,CC-300,33845.21,Revenue,License Revenue - Marketing
1625,20241112,4005,9,CC-500,33024.66,Revenue,License Revenue - Sales - APAC
1626,20241119,4005,10,CC-500,36974.51,Revenue,License Revenue - Sales - EMEA
1627,20241116,4010,1,CC-400,5169.41,Revenue,Interest Income - Sales
1628,20241108,4010,2,CC-500,5653.14,Revenue,Interest Income - Marketing
1629,20241101,4010,9,CC-200,5498.83,Revenue,Interest Income - Sales - APAC
1630,20241121,4010,10,CC-400,4582.27,Revenue,Interest Income - Sales - EMEA
1631,20241112,5001,4,CC-300,95596.03,Expense,Cost of Goods Sold - Finance
1632,20241101,5001,7,CC-200,101392.45,Expense,Cost of Goods Sold - Customer Support
1633,20241117,5002,4,CC-300,21608.89,Expense,Direct Labor - Finance
1634,20241104,5002,5,CC-100,26647.43,Expense,Direct Labor - Human Resources
1635,20241113,5002,9,CC-300,28066.98,Expense,Direct Labor - Sales - APAC
1636,20241101,5002,7,CC-500,28469.94,Expense,Direct Labor - Customer Support
1637,20241116,5003,4,CC-400,28054.87,Expense,Manufacturing Overhead - Finance
1638,20241116,5003,6,CC-200,27692.82,Expense,Manufacturing Overhead - Operations
1639,20241126,6001,8,CC-400,203873.37,Expense,Salaries & Wages - Research & Development
1640,20241127,6001,9,CC-100,198117.33,Expense,Salaries & Wages - Sales - APAC
1641,20241126,6002,5,CC-300,24098.67,Expense,Employee Benefits - Human Resources
1642,20241103,6002,6,CC-300,27266.34,Expense,Employee Benefits - Operations
1643,20241127,6002,1,CC-300,27765.88,Expense,Employee Benefits - Sales
1644,20241121,6002,2,CC-400,18991.47,Expense,Employee Benefits - Marketing
